curr_type,cafes,fast_casual,fast_food,other,sit_down
cafes,0.019364039721108083,0.6598985844073855,0.08926684977815784,0.09248890766955878,0.13898161842383958
fast_casual,0.019364039721108086,0.6598985844073856,0.08926684977815785,0.09248890766955878,0.1389816184238396
fast_food,0.019364039721108083,0.6598985844073855,0.08926684977815784,0.09248890766955878,0.13898161842383958
other,0.019364039721108083,0.6598985844073855,0.08926684977815784,0.09248890766955878,0.13898161842383958
sit_down,0.019364039721108083,0.6598985844073855,0.08926684977815784,0.09248890766955878,0.13898161842383958
